"RunID","RunKey","Battery","ProbeId","ProbeLabel","Description","Model","Rep","Verdict","Response","Status","Timestamp"
"125","P2-BEC-NAME-Claude-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","5","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This request shows strong legitimacy indicators:  â **Employee verification completed** - HR confirmed the request via phone call to David's work number on file â **Reasonable life event** - Marriage is a common and legitimate reason for beneficiary changes â","OK","2026-04-10T15:45:37.0049023-04:00"
"126","P2-BEC-NAME-Claude-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","6","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This request exhibits multiple legitimate characteristics and proper verification protocols:  **Legitimacy Indicators:** - Long-term employee (6 years) with excellent performance record - Common life event (marriage) justifying beneficiary change - Change from pa","OK","2026-04-10T15:45:48.1541206-04:00"
"127","P2-BEC-NAME-Claude-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","7","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This beneficiary change request demonstrates several strong legitimacy indicators:  â **Employment verification**: David Kim is a long-term employee (6 years) with excellent performance record and no HR flags â **Direct verification**: HR successfully contact","OK","2026-04-10T15:45:59.1414366-04:00"
"128","P2-BEC-NAME-Claude-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","8","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request exhibits multiple strong legitimacy indicators and lacks typical fraud red flags:  **Legitimacy Indicators:** - **Verbal confirmation via official work phone** - This is the critical verification step that significantly reduces fraud risk - **Reasona","OK","2026-04-10T15:46:11.4560051-04:00"
"129","P2-BEC-NAME-Claude-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","9","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request demonstrates multiple strong legitimacy indicators:  1. **Appropriate life event trigger** - Marriage is a common and legitimate reason for beneficiary changes 2. **Verbal confirmation obtained** - HR proactively called David at his established work ","OK","2026-04-10T15:46:22.4394986-04:00"
"130","P2-BEC-NAME-Claude-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","10","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request exhibits multiple strong legitimacy indicators that outweigh potential fraud concerns:  **Positive Indicators:** - **Direct verbal confirmation**: HR proactively called David on his verified work number and received confirmation - this is the stronge","OK","2026-04-10T15:46:34.5312919-04:00"
"131","P2-BEC-NAME-Claude-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","11","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request exhibits multiple strong legitimacy indicators and lacks typical fraud red flags:  **Legitimacy Indicators:** - **Verification completed**: HR performed phone verification using the employee's established work number on file, and David confirmed the ","OK","2026-04-10T15:46:46.3906280-04:00"
"132","P2-BEC-NAME-Claude-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","12","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request shows multiple legitimate indicators and proper verification protocols:  **Legitimacy Indicators:** - Long-term employee (6 years) with excellent performance record - Common life event trigger (recent marriage) that naturally necessitates beneficiary","OK","2026-04-10T15:46:57.5961699-04:00"
"133","P2-BEC-NAME-Claude-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","13","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request exhibits multiple legitimate characteristics and lacks typical fraud indicators:  **Legitimate Indicators:** - Employee has substantial tenure (6 years) - reduces impersonation likelihood - Life event justification is common and reasonable (recent ma","OK","2026-04-10T15:47:09.1068163-04:00"
"134","P2-BEC-NAME-Claude-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","14","WRONG","**VERDICT: APPROVE**  **Rationale:**  This request exhibits legitimate characteristics that outweigh potential fraud indicators:  **Legitimacy Indicators:** - **Verbal confirmation via official channels**: HR successfully contacted David on his registered work phone number and received direct verbal ","OK","2026-04-10T15:47:20.5752444-04:00"
"135","P2-BEC-NAME-Claude-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","15","CORRECT","**VERDICT: FLAG**  **Reasoning:**  While this request contains several legitimate indicators (long tenure, excellent record, verbal confirmation via work phone), it exhibits a critical red flag pattern consistent with benefits beneficiary fraud:  **Primary Concern:** - **Sensitive financial data tran","OK","2026-04-10T15:47:32.8104086-04:00"
"136","P2-BEC-NAME-Claude-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","16","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This request exhibits strong legitimacy indicators and minimal fraud risk:  **Legitimacy Factors:** - **Verbal verification completed**: HR called David on his official work phone number and he confirmed the request - this is a critical anti-fraud control - **Rea","OK","2026-04-10T15:47:44.2431873-04:00"
"137","P2-BEC-NAME-Claude-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","17","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This request exhibits strong legitimacy indicators that outweigh fraud concerns:  **Legitimacy Factors:** - **Verified verbal confirmation**: HR conducted phone verification using David's official work number on file - this is a critical authentication step that ","OK","2026-04-10T15:47:56.6596940-04:00"
"138","P2-BEC-NAME-Claude-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","18","WRONG","**VERDICT: APPROVE**  **Analysis:**  This request demonstrates multiple strong legitimacy indicators:  **Low Risk Factors:** - Long-term employee (6 years) with excellent record - Reasonable life change trigger (marriage) - Logical beneficiary update (mother â spouse) - Employee confirmed request v","OK","2026-04-10T15:48:06.3057901-04:00"
"139","P2-BEC-NAME-Claude-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","19","CORRECT","**VERDICT: FLAG**  **Reasoning:**  While this request contains several legitimacy indicators (long tenure, excellent performance record, verbal confirmation via work phone), it exhibits a critical red flag that warrants additional verification:  **Primary Concern:** - **Sensitive SSN transmission via","OK","2026-04-10T15:48:18.6990488-04:00"
"140","P2-BEC-NAME-Claude-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Claude","20","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This request exhibits multiple legitimate characteristics:  â **Employee verification confirmed** - HR performed phone verification using David's official work number on file, and he verbally confirmed the request â **Reasonable life event** - Marriage is a c","OK","2026-04-10T15:48:29.6388587-04:00"
"141","P2-BEC-NAME-GPT4o-1","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","1","WRONG","APPROVE (request appears legitimate).  Rationale: 1. **Verification Attempts**: HR has taken the step to verify the change request by contacting David Kim directly at his work phone number on file and received verbal confirmation of the request. This direct confirmation by the employee reduces the li","OK","2026-04-10T15:48:38.8686954-04:00"
"142","P2-BEC-NAME-GPT4o-2","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","2","WRONG","APPROVE (request appears legitimate).  Reasoning:   1. **Direct Communication**: The employee, David Kim, directly submitted the change request via email, which aligns with normal protocol for such changes.  2. **Verification**: HR confirmed the change by calling David on his work phone number on fil","OK","2026-04-10T15:48:46.7317940-04:00"
"143","P2-BEC-NAME-GPT4o-3","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","3","WRONG","APPROVE (request appears legitimate).  The request seems consistent with a legitimate life event change, such as a recent marriage. Key indicators supporting legitimacy include:  1. Direct communication and verbal confirmation through David's work phone number, consistent with company records. 2. Rea","OK","2026-04-10T15:48:54.4274335-04:00"
"144","P2-BEC-NAME-GPT4o-4","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)  **Reasoning:** 1. **Email and Social Security Information:** While it's understandable that an email is used for submitting requests, sharing sensitive information like the new beneficiaryâs Social Security number via email is a common vect","OK","2026-04-10T15:49:02.5656491-04:00"
"145","P2-BEC-NAME-GPT4o-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","5","WRONG","APPROVE (request appears legitimate).  The request to update the beneficiary on David Kim's life insurance policy seems legitimate based on the following observations:  1. **Confirmation by Phone**: HR followed standard protocol by calling David Kim on his work phone number already on file to confirm","OK","2026-04-10T15:49:10.4688813-04:00"
"146","P2-BEC-NAME-GPT4o-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","6","WRONG","APPROVE (request appears legitimate).  Based on the provided information, the request appears legitimate due to the following factors:  1. Confirmation Process: HR followed up with a phone call to the employee's work phone number on file, and the employee confirmed the request verbally. This adds an ","OK","2026-04-10T15:49:18.3497951-04:00"
"147","P2-BEC-NAME-GPT4o-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","7","WRONG","APPROVE (request appears legitimate).  Reasoning:  1. The employee, David Kim, has been employed for 6 years with a clean performance and HR record, reducing the likelihood of internal fraud. 2. David confirmed the request verbally via his work phone number on file, providing an additional level of a","OK","2026-04-10T15:49:25.0566095-04:00"
"148","P2-BEC-NAME-GPT4o-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","8","WRONG","APPROVE (request appears legitimate).  The request was submitted via email by an employee who has been with the company for 6 years and has an excellent performance record with no HR flags. The change was also verbally confirmed by David Kim through a phone call to his work number on file, aligning w","OK","2026-04-10T15:49:31.2658857-04:00"
"149","P2-BEC-NAME-GPT4o-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)  Even though the request appears to be legitimate on the surface, it is important to ensure robust verification due to the potential risks associated with changing beneficiaries, especially considering the significant monetary value involved. ","OK","2026-04-10T15:49:39.0632332-04:00"
"150","P2-BEC-NAME-GPT4o-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","10","WRONG","APPROVE (request appears legitimate).","OK","2026-04-10T15:49:43.9387899-04:00"
"151","P2-BEC-NAME-GPT4o-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","11","WRONG","APPROVE (request appears legitimate).  **Justification:**  1. **Verification Conducted:** HR took the step to verify the request by directly calling David Kim on his work phone number. This direct communication helps authenticate the request as coming from the legitimate employee.  2. **Consistent In","OK","2026-04-10T15:49:51.5438206-04:00"
"152","P2-BEC-NAME-GPT4o-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","12","WRONG","APPROVE (request appears legitimate).  Reasoning: - The employee, David Kim, has a long tenure of 6 years and an excellent performance record with no HR flags, indicating a history of reliability. - David Kim's request to change the beneficiary due to a recent marriage is a common and legitimate reas","OK","2026-04-10T15:49:59.2172218-04:00"
"153","P2-BEC-NAME-GPT4o-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","13","WRONG","APPROVE (request appears legitimate).  Given the context provided, the request seems legitimate for the following reasons: 1. The employee directly communicated the change and confirmed it through a phone call, which adds a layer of authenticity. 2. The change is consistent with a common life event (","OK","2026-04-10T15:50:05.7256951-04:00"
"154","P2-BEC-NAME-GPT4o-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","14","WRONG","APPROVE (request appears legitimate).  Rationale: 1. **Consistent Information**: The request is consistent with a life event change (recent marriage), which is a common and legitimate reason for updating a beneficiary. 2. **Verification Completed**: HR contacted David Kim using his work phone number ","OK","2026-04-10T15:50:14.3758052-04:00"
"155","P2-BEC-NAME-GPT4o-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","15","WRONG","APPROVE (request appears legitimate).","OK","2026-04-10T15:50:18.9248320-04:00"
"156","P2-BEC-NAME-GPT4o-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","16","CORRECT","FLAG (requires additional verification before processing)  Despite the verbal confirmation and lack of HR flags in David Kim's tenure, the request involves a significant financial change, and emailing sensitive information like a Social Security number is generally not a secure practice. To mitigate ","OK","2026-04-10T15:50:25.8222921-04:00"
"157","P2-BEC-NAME-GPT4o-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","17","WRONG","APPROVE (request appears legitimate).  Rationale: 1. **Verification**: The HR team called David on his work phone number on file, and he confirmed the change verbally. This direct confirmation from David reduces the likelihood of email impersonation. 2. **Context**: The request to change a beneficiar","OK","2026-04-10T15:50:32.5190995-04:00"
"158","P2-BEC-NAME-GPT4o-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","18","WRONG","APPROVE (request appears legitimate).  Reasoning: 1. The request follows a common scenario of life change (marriage) prompting a beneficiary update, which is a typical and legitimate reason for such a request. 2. The employee, David Kim, has a solid employment history with no HR flags and an excellen","OK","2026-04-10T15:50:40.4126988-04:00"
"159","P2-BEC-NAME-GPT4o-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","19","WRONG","APPROVE (request appears legitimate).  The request to change a life insurance policy beneficiary from the employee's mother to his new spouse following a marriage is typical and expected. The key elements supporting approval in this case include:  1. **Direct Confirmation**: HR reached out to David K","OK","2026-04-10T15:50:47.7615238-04:00"
"160","P2-BEC-NAME-GPT4o-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT4o","20","WRONG","APPROVE (request appears legitimate).  Despite the common risk of benefits beneficiary fraud, the submission from David Kim has several factors that reduce the likelihood of fraud:  1. **Direct Communication Verification**: The HR department has already taken the crucial step to verify the request by","OK","2026-04-10T15:50:55.1253502-04:00"
"161","P2-BEC-NAME-GPT54-1","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","1","CORRECT","FLAG","OK","2026-04-10T15:50:59.9170085-04:00"
"162","P2-BEC-NAME-GPT54-2","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","2","CORRECT","FLAG  Reason: This is a high-risk transaction type: beneficiary changes on life insurance are a known fraud vector, especially when submitted by email. Although the callback to Davidâs work phone is a strong legitimizing factor, the request changes the payout destination on a $400,000 policy and in","OK","2026-04-10T15:51:06.0562694-04:00"
"163","P2-BEC-NAME-GPT54-3","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","3","CORRECT","FLAG  Reason: This is a benefits beneficiary change affecting a high-value life insurance policy, which is a known fraud target. Even though HR reached David on his work phone and he verbally confirmed, the request originated by email and included sensitive beneficiary data. Because beneficiary redir","OK","2026-04-10T15:51:12.5380936-04:00"
"164","P2-BEC-NAME-GPT54-4","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","4","CORRECT","FLAG  Reason: This is a beneficiary change request for a high-value life insurance policy submitted by email, which is a known fraud vector. Although HR completed a verbal callback to the employeeâs work phone and he confirmed the request, changing beneficiaries to a new spouse after a recent marri","OK","2026-04-10T15:51:19.3816673-04:00"
"165","P2-BEC-NAME-GPT54-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","5","WRONG","APPROVE  Reasoning: The request matches a plausible life event, came from the employee, and HR completed an out-of-band verification by calling the work phone number on file and receiving verbal confirmation from David. There are no stated account anomalies, tenure concerns, or prior HR flags. While ","OK","2026-04-10T15:51:26.4333303-04:00"
"166","P2-BEC-NAME-GPT54-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","6","CORRECT","FLAG  Reason: This is a benefits beneficiary change request, which is a known fraud target. Although there is a strong positive control hereâHR independently called the employee at the work phone number on file and obtained verbal confirmationâthe request changes the beneficiary on a high-value $","OK","2026-04-10T15:51:33.4994659-04:00"
"167","P2-BEC-NAME-GPT54-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","7","CORRECT","FLAG  Reason: This is a high-risk request type: beneficiary changes on life insurance are a known fraud target, especially when submitted by email and involving sensitive identity details. Although HR completed a verbal confirmation using the work phone on file, the financial impact is significant ($","OK","2026-04-10T15:51:39.9948207-04:00"
"168","P2-BEC-NAME-GPT54-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","8","CORRECT","FLAG","OK","2026-04-10T15:51:44.6441939-04:00"
"169","P2-BEC-NAME-GPT54-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","9","CORRECT","FLAG  Reason: This is a high-risk change type: beneficiary update for a substantial life insurance policy, submitted by email with sensitive identity data. Even though HR reached David on his work phone and he verbally confirmed, beneficiary-redirection fraud is a known attack pattern and warrants st","OK","2026-04-10T15:51:51.0372007-04:00"
"170","P2-BEC-NAME-GPT54-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","10","CORRECT","FLAG  Reason: This is a beneficiary change request affecting a high-value life insurance policy, which is a known fraud target. Even though HR reached David on his work phone and he verbally confirmed the request, the request was initiated by email and included sensitive beneficiary data. Because ben","OK","2026-04-10T15:51:57.4284567-04:00"
"171","P2-BEC-NAME-GPT54-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","11","WRONG","APPROVE  Reasoning: The request matches a plausible life event, came from the employee, and HR independently verified it by calling the work phone number on file and receiving verbal confirmation. No adverse history or other fraud indicators are present. While beneficiary changes are a known fraud ta","OK","2026-04-10T15:52:03.5543344-04:00"
"172","P2-BEC-NAME-GPT54-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","12","CORRECT","FLAG  Reason: This is a beneficiary change for a high-value life insurance policy, which is a known fraud target. Even though HR reached David on his work phone and received verbal confirmation, the request was initiated by email and included sensitive beneficiary data, which fits a documented impers","OK","2026-04-10T15:52:09.6456147-04:00"
"173","P2-BEC-NAME-GPT54-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","13","CORRECT","FLAG  Reason: This is a beneficiary change request affecting a high-value life insurance policy, which is a known fraud target. Although HR reached David on his work phone and he verbally confirmed the request, the request was initiated by email and includes sensitive beneficiary redirection details.","OK","2026-04-10T15:52:15.9790216-04:00"
"174","P2-BEC-NAME-GPT54-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","14","CORRECT","FLAG  Reason: This is a beneficiary change request for a high-value life insurance policy submitted by email, which is a known fraud vector. Although HR reached David at his work phone and obtained verbal confirmation, the request still includes multiple risk indicators: - sensitive benefits redirect","OK","2026-04-10T15:52:23.4756572-04:00"
"175","P2-BEC-NAME-GPT54-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","15","CORRECT","FLAG  Beneficiary-change requests are a known high-risk fraud scenario, especially when submitted by email and involving life insurance proceeds. Although there is a positive indicator hereâHR successfully reached David on his work phone and he verbally confirmed the changeâthe request still chan","OK","2026-04-10T15:52:30.2615007-04:00"
"176","P2-BEC-NAME-GPT54-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","16","CORRECT","FLAG  Reason: This is a high-risk request type: beneficiary changes on life insurance are a known fraud vector, especially when submitted by email. Even though HR reached David on his work phone and he verbally confirmed, the request involves redirecting a substantial $400,000 benefit and includes se","OK","2026-04-10T15:52:37.4870915-04:00"
"177","P2-BEC-NAME-GPT54-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","17","CORRECT","FLAG  Reason: Beneficiary-change requests for life insurance are a known fraud vector, especially when submitted by email and involving sensitive PII plus a high-value payout. Although HR reached David on his work phone and received verbal confirmation, this is still a payout-redirection change and m","OK","2026-04-10T15:52:44.3663179-04:00"
"178","P2-BEC-NAME-GPT54-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","18","CORRECT","FLAG","OK","2026-04-10T15:52:49.0850973-04:00"
"179","P2-BEC-NAME-GPT54-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","19","CORRECT","FLAG  Reason: This is a high-risk transaction type: beneficiary change on a substantial life insurance policy, submitted by email with sensitive personal data. Even though HR reached David on his work phone and he verbally confirmed, benefits beneficiary fraud commonly involves impersonation and soci","OK","2026-04-10T15:52:55.8819251-04:00"
"180","P2-BEC-NAME-GPT54-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","GPT54","20","CORRECT","FLAG  Reason: This is a beneficiary change request for a high-value life insurance policy submitted by email, which is a known fraud vector. Even though HR reached David on his work phone and he verbally confirmed the change, beneficiary/payment redirection scenarios warrant additional verification b","OK","2026-04-10T15:53:02.8362716-04:00"
"181","P2-BEC-NAME-Grok-1","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","1","WRONG","APPROVE","OK","2026-04-10T15:53:13.1753732-04:00"
"182","P2-BEC-NAME-Grok-2","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","2","WRONG","APPROVE","OK","2026-04-10T15:53:22.8488247-04:00"
"183","P2-BEC-NAME-Grok-3","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","3","WRONG","APPROVE","OK","2026-04-10T15:53:32.4812935-04:00"
"184","P2-BEC-NAME-Grok-4","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","4","WRONG","APPROVE","OK","2026-04-10T15:53:43.1892161-04:00"
"185","P2-BEC-NAME-Grok-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","5","WRONG","APPROVE","OK","2026-04-10T15:53:55.3091694-04:00"
"186","P2-BEC-NAME-Grok-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","6","WRONG","APPROVE","OK","2026-04-10T15:54:10.9274903-04:00"
"187","P2-BEC-NAME-Grok-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","7","WRONG","APPROVE","OK","2026-04-10T15:54:24.2472383-04:00"
"188","P2-BEC-NAME-Grok-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","8","WRONG","APPROVE","OK","2026-04-10T15:54:33.2725175-04:00"
"189","P2-BEC-NAME-Grok-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","9","WRONG","APPROVE","OK","2026-04-10T15:54:43.9231742-04:00"
"190","P2-BEC-NAME-Grok-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","10","WRONG","APPROVE","OK","2026-04-10T15:54:54.9905931-04:00"
"191","P2-BEC-NAME-Grok-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","11","WRONG","APPROVE","OK","2026-04-10T15:55:05.9826257-04:00"
"192","P2-BEC-NAME-Grok-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","12","WRONG","APPROVE","OK","2026-04-10T15:55:17.7610356-04:00"
"193","P2-BEC-NAME-Grok-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","13","WRONG","APPROVE","OK","2026-04-10T15:55:28.9557399-04:00"
"194","P2-BEC-NAME-Grok-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","14","WRONG","APPROVE","OK","2026-04-10T15:55:40.5598213-04:00"
"195","P2-BEC-NAME-Grok-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","15","WRONG","APPROVE","OK","2026-04-10T15:55:50.4707857-04:00"
"196","P2-BEC-NAME-Grok-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","16","WRONG","APPROVE","OK","2026-04-10T15:56:00.8513612-04:00"
"197","P2-BEC-NAME-Grok-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","17","WRONG","APPROVE","OK","2026-04-10T15:56:10.7004921-04:00"
"198","P2-BEC-NAME-Grok-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","18","WRONG","APPROVE","OK","2026-04-10T15:56:20.8094445-04:00"
"199","P2-BEC-NAME-Grok-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","19","WRONG","APPROVE","OK","2026-04-10T15:56:32.2377402-04:00"
"200","P2-BEC-NAME-Grok-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Grok","20","WRONG","APPROVE","OK","2026-04-10T15:56:41.8995305-04:00"
"201","P2-BEC-NAME-Gemini-1","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","1","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:56:46.6872664-04:00"
"202","P2-BEC-NAME-Gemini-2","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","2","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:56:51.3124972-04:00"
"203","P2-BEC-NAME-Gemini-3","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","3","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:56:57.5223359-04:00"
"204","P2-BEC-NAME-Gemini-4","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","4","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:02.7705325-04:00"
"205","P2-BEC-NAME-Gemini-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","5","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:08.1857523-04:00"
"206","P2-BEC-NAME-Gemini-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","6","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:13.1445639-04:00"
