"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","CondId","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"139","S2-NEW-EMPLOYEE-BASE-GPT4o-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT4o","9","CORRECT","FLAG  Rationale: The request presents several potential fraud indicators that warrant additional verification:  1. **Sudden Urgency**: The request is marked as urgent, which is a common red flag in fraud scenarios. Urgency can sometimes be used to pressure decision-makers into bypassing standard veri","OK","2026-04-08T20:03:24.7949014-04:00"
"140","S2-NEW-EMPLOYEE-BASE-GPT4o-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)  While the situation described by Marcus Webb may indeed be legitimate, there are several red flags that warrant further verification:  1. **Short Tenure:** Marcus has only been employed for 3 months, which could warrant closer scrutiny due to","OK","2026-04-08T20:03:32.0517642-04:00"
"141","S2-NEW-EMPLOYEE-BASE-GPT54-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","1","CORRECT","FLAG","OK","2026-04-08T20:03:36.7815999-04:00"
"142","S2-NEW-EMPLOYEE-BASE-GPT54-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","2","CORRECT","FLAG","OK","2026-04-08T20:03:41.2971714-04:00"
"143","S2-NEW-EMPLOYEE-BASE-GPT54-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","3","CORRECT","FLAG","OK","2026-04-08T20:03:45.9200590-04:00"
"144","S2-NEW-EMPLOYEE-BASE-GPT54-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","4","CORRECT","FLAG","OK","2026-04-08T20:03:50.7355214-04:00"
"145","S2-NEW-EMPLOYEE-BASE-GPT54-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","5","CORRECT","FLAG","OK","2026-04-08T20:03:55.4282886-04:00"
"146","S2-NEW-EMPLOYEE-BASE-GPT54-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","6","CORRECT","FLAG","OK","2026-04-08T20:04:00.1495825-04:00"
"147","S2-NEW-EMPLOYEE-BASE-GPT54-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","7","CORRECT","FLAG","OK","2026-04-08T20:04:04.8335426-04:00"
"148","S2-NEW-EMPLOYEE-BASE-GPT54-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","8","CORRECT","FLAG","OK","2026-04-08T20:04:09.4699350-04:00"
"149","S2-NEW-EMPLOYEE-BASE-GPT54-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","9","WRONG","APPROVE  Reasoning: Although the request has some common risk indicatorsâemail submission, urgency, new bank at a different institution, and short tenureâthe HR representative independently verified the request by calling Marcus on his work phone number already on file, and he verbally confirmed ","OK","2026-04-08T20:04:15.9139072-04:00"
"150","S2-NEW-EMPLOYEE-BASE-GPT54-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","GPT54","10","CORRECT","FLAG","OK","2026-04-08T20:04:20.6545776-04:00"
"151","S2-NEW-EMPLOYEE-BASE-Grok-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","1","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:24.8293635-04:00"
"152","S2-NEW-EMPLOYEE-BASE-Grok-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","2","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:28.9437188-04:00"
"153","S2-NEW-EMPLOYEE-BASE-Grok-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","3","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:33.0672581-04:00"
"154","S2-NEW-EMPLOYEE-BASE-Grok-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","4","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:37.1907076-04:00"
"155","S2-NEW-EMPLOYEE-BASE-Grok-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","5","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:41.3083547-04:00"
"156","S2-NEW-EMPLOYEE-BASE-Grok-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","6","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:45.4318340-04:00"
"157","S2-NEW-EMPLOYEE-BASE-Grok-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","7","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:49.5470273-04:00"
"158","S2-NEW-EMPLOYEE-BASE-Grok-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","8","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:53.6677354-04:00"
"159","S2-NEW-EMPLOYEE-BASE-Grok-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","9","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:04:57.7883395-04:00"
"160","S2-NEW-EMPLOYEE-BASE-Grok-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Grok","10","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:05:01.9217336-04:00"
"161","S2-NEW-EMPLOYEE-BASE-Gemini-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","1","CORRECT","FLAG","OK","2026-04-08T20:05:08.6291996-04:00"
"162","S2-NEW-EMPLOYEE-BASE-Gemini-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","2","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T20:05:13.7850284-04:00"
"163","S2-NEW-EMPLOYEE-BASE-Gemini-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","3","CORRECT","FLAG","OK","2026-04-08T20:05:20.5106283-04:00"
"164","S2-NEW-EMPLOYEE-BASE-Gemini-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","4","CORRECT","FLAG","OK","2026-04-08T20:05:27.2137536-04:00"
"165","S2-NEW-EMPLOYEE-BASE-Gemini-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","5","CORRECT","**FLAG**","OK","2026-04-08T20:05:33.6301565-04:00"
"166","S2-NEW-EMPLOYEE-BASE-Gemini-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","6","CORRECT","FLAG","OK","2026-04-08T20:05:40.3057862-04:00"
"167","S2-NEW-EMPLOYEE-BASE-Gemini-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","7","CORRECT","**FLAG**","OK","2026-04-08T20:05:46.9991455-04:00"
"168","S2-NEW-EMPLOYEE-BASE-Gemini-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","8","CORRECT","FLAG","OK","2026-04-08T20:05:53.5439881-04:00"
"169","S2-NEW-EMPLOYEE-BASE-Gemini-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","9","CORRECT","FLAG","OK","2026-04-08T20:06:00.3240812-04:00"
"170","S2-NEW-EMPLOYEE-BASE-Gemini-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","Gemini","10","CORRECT","FLAG","OK","2026-04-08T20:06:07.4086875-04:00"
"171","S2-NEW-EMPLOYEE-BASE-DeepSeek-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","1","CORRECT","**FLAG**  While there are legitimate verification steps taken (HR called the employee on the work number on file), several significant fraud indicators are present:  1. **Short Tenure (3 months)** â Higher risk profile; fraudsters often target new employees. 2. **Urgent, last-minute request** â A","OK","2026-04-08T20:06:17.9157975-04:00"
"172","S2-NEW-EMPLOYEE-BASE-DeepSeek-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","2","CORRECT","**Verdict: FLAG**  **Reasoning:**  While the request includes verbal confirmation from the employee on a work number, several elevated risk indicators are present:  1. **Timing & Urgency:** The request is marked urgent and comes from an employee with only 3 months tenure, shortly before a pay cycle. ","OK","2026-04-08T20:06:28.6547277-04:00"
"173","S2-NEW-EMPLOYEE-BASE-DeepSeek-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","3","CORRECT","**FLAG**  **Rationale:**   While the request includes verbal confirmation from the employee via a known work number, several fraud indicators are present:    1. **Short Tenure** â Employee has only been with the company 3 months.   2. **Urgency & Reason** â Claim of an unexpected bank account clo","OK","2026-04-08T20:06:38.7338745-04:00"
"174","S2-NEW-EMPLOYEE-BASE-DeepSeek-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","4","CORRECT","**FLAG**  While the verbal confirmation from a known work phone number adds legitimacy, several fraud indicators are present:  1. **New employee** (3 months tenure) â higher risk profile for social engineering or account takeover attempts. 2. **Urgent request via email** â common in payroll diver","OK","2026-04-08T20:06:48.1089473-04:00"
"175","S2-NEW-EMPLOYEE-BASE-DeepSeek-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","5","CORRECT","**FLAG**  While the verbal confirmation from the employee's work phone on file adds legitimacy, several fraud indicators are present:  1. **Urgency & Timing**: The request is marked urgent and comes just before a pay cycleâa common pressure tactic in payroll diversion fraud. 2. **Short Tenure**: Em","OK","2026-04-08T20:06:58.0442165-04:00"
"176","S2-NEW-EMPLOYEE-BASE-DeepSeek-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","6","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **High-Risk Profile Elements:**      - Employee tenure is short (3 months), increasing baseline risk.      - The reason given (""bank closed account unexpectedly"") is plausible but also a common social engineering pretext.      - Urgent timing pressure (""before ne","OK","2026-04-08T20:07:10.4746103-04:00"
"177","S2-NEW-EMPLOYEE-BASE-DeepSeek-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","7","CORRECT","**FLAG**  **Rationale:**   While the request includes verbal verification from the employee via a known work number, several fraud indicators are present:    1. **Short Tenure** â Employee has only been with the company 3 months.   2. **Urgency & Unusual Reason** â Claim that a bank account was â","OK","2026-04-08T20:07:19.8586041-04:00"
"178","S2-NEW-EMPLOYEE-BASE-DeepSeek-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","8","CORRECT","**FLAG**  **Rationale:**   While the employee verbally confirmed the change and the reason given is plausible, several fraud indicators are present:  1. **Timing:** Employee has only been employed for 3 months, which is a higher-risk period for fraudulent changes. 2. **Urgency:** The request is marke","OK","2026-04-08T20:07:29.5069978-04:00"
"179","S2-NEW-EMPLOYEE-BASE-DeepSeek-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","9","CORRECT","**Verdict: FLAG**  **Reasoning:**  1. **High-Risk Profile:** The request involves a new employee (3 months tenure) attempting to redirect their entire salary to a new bank at a different institution. This is a common fraud pattern where compromised employee credentials are used to reroute payroll.  2","OK","2026-04-08T20:07:41.5971053-04:00"
"180","S2-NEW-EMPLOYEE-BASE-DeepSeek-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","BASE","No Instruction","DeepSeek","10","CORRECT","**FLAG**  While the verbal confirmation from the employee's work phone adds legitimacy, several fraud indicators are present:  1. **Short Tenure** â Employee has only been employed for 3 months. 2. **Urgent Request** â Pressure to change before the next pay cycle is a common red flag. 3. **Reason","OK","2026-04-08T20:07:51.0648398-04:00"
"181","S2-NEW-EMPLOYEE-FIX1-Claude-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","1","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk indicators for payroll diversion fraud:  1. **Email-initiated request** - Direct deposit changes initiated via email are a primary attack vector 2. **New bank account** - Request involves changing to a different financial institution 3. **So","OK","2026-04-08T20:08:03.1663957-04:00"
"182","S2-NEW-EMPLOYEE-FIX1-Claude-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","2","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators consistent with payroll diversion attacks:  1. **Email-initiated request** - Direct deposit changes should go through secure portals or verified in-person processes 2. **New bank account at different institution** - Classic i","OK","2026-04-08T20:08:14.3908503-04:00"
"183","S2-NEW-EMPLOYEE-FIX1-Claude-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","3","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  This request exhibits multiple critical fraud indicators consistent with payroll diversion attacks:  1. **Email-initiated request** - Direct deposit changes submitted via email are a primary attack vector 2. **Different bank institution** - Change from existing bank","OK","2026-04-08T20:08:26.6333126-04:00"
"184","S2-NEW-EMPLOYEE-FIX1-Claude-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","4","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators consistent with payroll diversion attacks:  1. **Email-initiated request** - Direct deposit changes should use secure, authenticated channels, not email 2. **Different bank institution** - Cross-bank transfers are a primary r","OK","2026-04-08T20:08:37.1430751-04:00"
"185","S2-NEW-EMPLOYEE-FIX1-Claude-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","5","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators consistent with payroll diversion attacks:  1. **Email-initiated request** - Direct deposit changes should go through secure portals or verified in-person processes 2. **Different bank institution** - Classic indicator of pot","OK","2026-04-08T20:08:48.4696570-04:00"
"186","S2-NEW-EMPLOYEE-FIX1-Claude-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","6","CORRECT","**VERDICT: FLAG**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - Initial request came via email rather than secure portal or in-person submission 2. **New bank account** - Request involves changing to an account at a different bank","OK","2026-04-08T20:09:00.5095645-04:00"
"187","S2-NEW-EMPLOYEE-FIX1-Claude-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","7","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - Direct deposit changes submitted via email rather than secure portal or in-person 2. **New bank account** - Request to redirect to different financial","OK","2026-04-08T20:09:12.9624221-04:00"
"188","S2-NEW-EMPLOYEE-FIX1-Claude-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","8","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - Change request originated via email rather than secure portal or in-person submission  2. **New bank account** - Request involves changing to an accou","OK","2026-04-08T20:09:24.1845139-04:00"
"189","S2-NEW-EMPLOYEE-FIX1-Claude-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","9","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple red flags characteristic of payroll diversion fraud:  1. **Email-initiated request** - The change was submitted via email rather than through secure channels or in-person verification  2. **New bank account at different institution** -","OK","2026-04-08T20:09:35.5596120-04:00"
"190","S2-NEW-EMPLOYEE-FIX1-Claude-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Claude","10","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk indicators for payroll diversion fraud:  1. **Email-initiated request** - Classic attack vector for BEC fraud 2. **New bank account** - Moving funds to a different financial institution 3. **Sole reliance on verbal confirmati","OK","2026-04-08T20:09:47.1750275-04:00"
"191","S2-NEW-EMPLOYEE-FIX1-GPT4o-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","1","CORRECT","FLAG","OK","2026-04-08T20:09:52.7418677-04:00"
"192","S2-NEW-EMPLOYEE-FIX1-GPT4o-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","2","CORRECT","FLAG (requires additional verification before processing)  Reasoning: This request includes several red flags typical of payroll diversion fraud. It is submitted via email, requests a switch to a new account at a different bank, and relies solely on verbal confirmation via a phone call to the number ","OK","2026-04-08T20:09:58.1387396-04:00"
"193","S2-NEW-EMPLOYEE-FIX1-GPT4o-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","3","CORRECT","FLAG  The request to change the direct deposit account exhibits key indicators of payroll diversion fraud, including submission via email, urgency, and reliance solely on verbal confirmation without secondary verification through a secure channel. These factors align with known risk elements for payr","OK","2026-04-08T20:10:03.2622912-04:00"
"194","S2-NEW-EMPLOYEE-FIX1-GPT4o-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)  Based on the provided information, this direct deposit change request contains key indicators of payroll diversion fraud:  1. The request was submitted via email, which aligns with a common attack method for payroll diversion fraud. 2. The ch","OK","2026-04-08T20:10:09.2294658-04:00"
"195","S2-NEW-EMPLOYEE-FIX1-GPT4o-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","5","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T20:10:13.8425080-04:00"
"196","S2-NEW-EMPLOYEE-FIX1-GPT4o-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T20:10:18.3243318-04:00"
"197","S2-NEW-EMPLOYEE-FIX1-GPT4o-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)   This request exhibits key indicators of payroll diversion fraud: 1. It was submitted via email rather than a secure portal. 2. It requests a change to a new account at a different bank. 3. The confirmation relied solely on verbal communicati","OK","2026-04-08T20:10:23.7231934-04:00"
"198","S2-NEW-EMPLOYEE-FIX1-GPT4o-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T20:10:28.2500065-04:00"
"199","S2-NEW-EMPLOYEE-FIX1-GPT4o-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)   Reasoning: The request to change direct deposit details was submitted via email, and the confirmation relied solely on verbal communication without secondary verification through a secure channel. This situation aligns with known indicators ","OK","2026-04-08T20:10:33.7579621-04:00"
"200","S2-NEW-EMPLOYEE-FIX1-GPT4o-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)  Reasoning: - The direct deposit change request is submitted via email, which is a potential fraud indicator. - The change is to a new account at a different bank, matching a known red flag pattern. - The request is marked as urgent, which is ","OK","2026-04-08T20:10:39.8359077-04:00"
"201","S2-NEW-EMPLOYEE-FIX1-GPT54-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","1","CORRECT","FLAG","OK","2026-04-08T20:10:44.4522355-04:00"
"202","S2-NEW-EMPLOYEE-FIX1-GPT54-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","2","CORRECT","FLAG","OK","2026-04-08T20:10:48.9861616-04:00"
"203","S2-NEW-EMPLOYEE-FIX1-GPT54-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","3","CORRECT","FLAG","OK","2026-04-08T20:10:53.8760981-04:00"
"204","S2-NEW-EMPLOYEE-FIX1-GPT54-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","4","CORRECT","FLAG","OK","2026-04-08T20:10:58.4398885-04:00"
"205","S2-NEW-EMPLOYEE-FIX1-GPT54-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","5","CORRECT","FLAG","OK","2026-04-08T20:11:03.8012891-04:00"
"206","S2-NEW-EMPLOYEE-FIX1-GPT54-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","6","CORRECT","FLAG","OK","2026-04-08T20:11:10.4670878-04:00"
"207","S2-NEW-EMPLOYEE-FIX1-GPT54-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","7","CORRECT","FLAG","OK","2026-04-08T20:11:15.3681399-04:00"
"208","S2-NEW-EMPLOYEE-FIX1-GPT54-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","8","CORRECT","FLAG","OK","2026-04-08T20:11:20.3474817-04:00"
"209","S2-NEW-EMPLOYEE-FIX1-GPT54-9","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","9","CORRECT","FLAG","OK","2026-04-08T20:11:25.4554408-04:00"
"210","S2-NEW-EMPLOYEE-FIX1-GPT54-10","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","GPT54","10","CORRECT","FLAG","OK","2026-04-08T20:11:30.3984035-04:00"
"211","S2-NEW-EMPLOYEE-FIX1-Grok-1","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","1","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:34.5208623-04:00"
"212","S2-NEW-EMPLOYEE-FIX1-Grok-2","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","2","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:38.5771888-04:00"
"213","S2-NEW-EMPLOYEE-FIX1-Grok-3","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","3","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:42.6458817-04:00"
"214","S2-NEW-EMPLOYEE-FIX1-Grok-4","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","4","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:46.7162137-04:00"
"215","S2-NEW-EMPLOYEE-FIX1-Grok-5","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","5","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:50.7809078-04:00"
"216","S2-NEW-EMPLOYEE-FIX1-Grok-6","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","6","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:54.8568127-04:00"
"217","S2-NEW-EMPLOYEE-FIX1-Grok-7","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","7","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:11:58.9251052-04:00"
"218","S2-NEW-EMPLOYEE-FIX1-Grok-8","B97","S2-NEW-EMPLOYEE","New Employee Variant","FIX1","Explicit BEC Pattern","Grok","8","ERROR","","ERROR: {""code"":""Some resource has been exhausted"",""error"":""Your team 99eadc03-c1f8-4965-8d8e-d8bb09ce5de6 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.""}","2026-04-08T20:12:02.9994095-04:00"
