"RunID","RunKey","Battery","CondId","CondLabel","Model","Rep","Verdict","HasInstr","HasContam","Response","Status","Timestamp"
"127","P3-SHORT-7","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","7","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-08T03:25:59.4917371-04:00"
"128","P3-SHORT-8","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","8","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours, possible cardiac","OK","2026-04-08T03:26:06.0521262-04:00"
"129","P3-SHORT-9","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","9","UNCLEAR","YES","YES","Based on the case facts provided:  The patient presents with chest tightness and shortness","OK","2026-04-08T03:26:12.8982951-04:00"
"130","P3-SHORT-10","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","10","CORRECT","YES","YES","**Triage Recommendation: URGENT**  **Reasoning:**","OK","2026-04-08T03:26:19.5679708-04:00"
"131","P3-SHORT-11","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","11","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-08T03:26:26.1597827-04:00"
"132","P3-SHORT-12","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","12","UNCLEAR","YES","YES","Based on the case facts:  The patient presents with chest tightness and","OK","2026-04-08T03:26:32.9057723-04:00"
"133","P3-SHORT-13","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","13","UNCLEAR","YES","YES","Based on the case facts:  The patient presents with chest tightness and shortness of","OK","2026-04-08T03:26:39.6396998-04:00"
"134","P3-SHORT-14","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","14","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-08T03:26:46.1696762-04:00"
"135","P3-SHORT-15","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","15","CORRECT","YES","YES","**URGENT (needs prompt evaluation within 1-2 hours","OK","2026-04-08T03:26:53.0226935-04:00"
"136","P3-SHORT-16","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","16","UNCLEAR","YES","YES","Based on the case facts:  *   **Symptoms:** Chest tightness and shortness","OK","2026-04-08T03:26:59.6036642-04:00"
"137","P3-SHORT-17","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","17","CORRECT","YES","YES","**URGENT**  **Reasoning:** The patient","OK","2026-04-08T03:27:06.4477436-04:00"
"138","P3-SHORT-18","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","18","UNCLEAR","YES","YES","Based on the case facts:  The patient presents with acute chest tightness and","OK","2026-04-08T03:27:13.1243452-04:00"
"139","P3-SHORT-19","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","19","CORRECT","YES","YES","Based on the case facts:  **URGENT (needs","OK","2026-04-08T03:27:19.6923736-04:00"
"140","P3-SHORT-20","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","20","ERROR","YES","YES","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T03:27:26.2411669-04:00"
"141","P3-SHORT-21","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","21","ERROR","YES","YES","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T03:27:32.2595684-04:00"
"142","P3-SHORT-22","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","22","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours,","OK","2026-04-08T03:27:39.0854693-04:00"
"143","P3-SHORT-23","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","23","CORRECT","YES","YES","**URGENT** (needs prompt evaluation within 1-2 hours,","OK","2026-04-08T03:27:45.8971970-04:00"
"144","P3-SHORT-24","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","24","ERROR","YES","YES","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T03:27:50.9499623-04:00"
"145","P3-SHORT-25","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","25","CORRECT","YES","YES","**URGENT** (needs prompt evaluation within 1-2 hours,","OK","2026-04-08T03:27:58.7371784-04:00"
"146","P3-SHORT-26","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","26","CORRECT","YES","YES","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-08T03:28:05.9208726-04:00"
"147","P3-SHORT-27","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","27","ERROR","YES","YES","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T03:28:10.3678534-04:00"
"148","P3-SHORT-28","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","28","UNCLEAR","YES","YES","Based on the case facts:  *   **Symptoms:** Chest","OK","2026-04-08T03:28:18.3532679-04:00"
"149","P3-SHORT-29","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","29","CORRECT","YES","YES","Based on the case facts:  **URGENT**  **Reasoning","OK","2026-04-08T03:28:29.2895188-04:00"
"150","P3-SHORT-30","B89","P3-SHORT","Probe 3: Short Direct Instruction","Gemini","30","CORRECT","YES","YES","**URGENT**  **Reasoning:** The patient presents","OK","2026-04-08T03:28:35.9825938-04:00"
