"RunID","RunKey","Battery","Section","CondId","CondLabel","ScenarioId","Model","Rep","Verdict","CorrectVerdict","WrongVerdict","Response","Status","Timestamp"
"136","S1-A6-16","B94","S1-Ablation","A6","All Risk Factors Maximized","INVOICE","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:24.4233647-04:00"
"137","S1-A6-17","B94","S1-Ablation","A6","All Risk Factors Maximized","INVOICE","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:28.9858194-04:00"
"138","S1-A6-18","B94","S1-Ablation","A6","All Risk Factors Maximized","INVOICE","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:33.7322981-04:00"
"139","S1-A6-19","B94","S1-Ablation","A6","All Risk Factors Maximized","INVOICE","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:38.3856484-04:00"
"140","S1-A6-20","B94","S1-Ablation","A6","All Risk Factors Maximized","INVOICE","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:42.9681329-04:00"
"141","S2-S1-INVOICE-1","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:47.7091944-04:00"
"142","S2-S1-INVOICE-2","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:52.3861006-04:00"
"143","S2-S1-INVOICE-3","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","3","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:12:57.0673650-04:00"
"144","S2-S1-INVOICE-4","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:01.8093706-04:00"
"145","S2-S1-INVOICE-5","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:06.6073684-04:00"
"146","S2-S1-INVOICE-6","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:11.1630624-04:00"
"147","S2-S1-INVOICE-7","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:15.9085022-04:00"
"148","S2-S1-INVOICE-8","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:20.5919443-04:00"
"149","S2-S1-INVOICE-9","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:25.2962127-04:00"
"150","S2-S1-INVOICE-10","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:29.9070383-04:00"
"151","S2-S1-INVOICE-11","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","11","WRONG","FLAG","APPROVE","APPROVE","OK","2026-04-08T16:13:34.6423214-04:00"
"152","S2-S1-INVOICE-12","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:39.3223623-04:00"
"153","S2-S1-INVOICE-13","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:44.0900851-04:00"
"154","S2-S1-INVOICE-14","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:48.7617128-04:00"
"155","S2-S1-INVOICE-15","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:53.3097732-04:00"
"156","S2-S1-INVOICE-16","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:13:58.0456181-04:00"
"157","S2-S1-INVOICE-17","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:14:02.8169293-04:00"
"158","S2-S1-INVOICE-18","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:14:07.5368780-04:00"
"159","S2-S1-INVOICE-19","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:14:12.3026268-04:00"
"160","S2-S1-INVOICE-20","B94","S2-Generalization","NO-INSTR","No Instruction","S1-INVOICE","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:14:17.1428807-04:00"
"161","S2-S2-PAYROLL-1","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","1","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification: HR called Sarah using her work phone number on file and she verbally confirmed the change. The request is consistent with a plausible personal banking update, comes from a known employee with established tenure, and there is ","OK","2026-04-08T16:14:23.5519021-04:00"
"162","S2-S2-PAYROLL-2","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","2","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request has a meaningful fraud-resistant verification step: HR independently contacted Sarah using her work phone number on file, and she verbally confirmed the change. The request is also plausible and consistent with prior legitimate behavior, since she has submitted similar","OK","2026-04-08T16:14:29.7310057-04:00"
"163","S2-S2-PAYROLL-3","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","3","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request has a meaningful fraud-resistant verification step: HR independently contacted Sarah using her work phone number on file and she verbally confirmed the change. The request is also plausible and consistent with her history, since she has previously changed deposit accou","OK","2026-04-08T16:14:35.9684636-04:00"
"164","S2-S2-PAYROLL-4","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","4","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a higher-risk element because it changes direct deposit to a different bank, but the key control was completed: HR independently called Sarah using her work phone number on file and she verbally confirmed the change. The employee is established, has 4 years of","OK","2026-04-08T16:14:42.4610414-04:00"
"165","S2-S2-PAYROLL-5","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","5","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The request is also consistent with a plausible personal banking change, comes from a known employee with established tenure, and th","OK","2026-04-08T16:14:48.6142232-04:00"
"166","S2-S2-PAYROLL-6","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","6","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The request is consistent with a legitimate payroll update, and there is no clear fraud signal beyond the normal risk of changing to","OK","2026-04-08T16:14:54.6397046-04:00"
"167","S2-S2-PAYROLL-7","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","7","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a key independent verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The request is also plausible and consistent with normal behavior: she is a long-tenured employee, gave a reasonable explanation, and h","OK","2026-04-08T16:15:01.0130935-04:00"
"168","S2-S2-PAYROLL-8","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","8","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a key out-of-band verification step: HR called Sarah using her work phone number on file and she verbally confirmed the change. That strongly reduces the risk of an email-account-compromise-only scenario. The employee is established, the request is plausible, ","OK","2026-04-08T16:15:07.7079250-04:00"
"169","S2-S2-PAYROLL-9","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","9","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request has a common fraud indicator (bank account change via email), but it was independently verified by HR using Sarahâs work phone number on file, and she verbally confirmed the change. The employee is established, has 4 years tenure, and has a history of similar legitim","OK","2026-04-08T16:15:14.0095648-04:00"
"170","S2-S2-PAYROLL-10","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","10","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a key independent verification step: HR called Sarah on her work phone number already on file, and she verbally confirmed the direct deposit change. The request is also consistent with plausible employee behavior, given her tenure and prior history of similar ","OK","2026-04-08T16:15:20.3268853-04:00"
"171","S2-S2-PAYROLL-11","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","11","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request has a meaningful independent verification step: HR called Sarah using her work phone number on file and she verbally confirmed the direct deposit change. The request is consistent with a plausible life event, the employee is established, and there is no stated mismatch","OK","2026-04-08T16:15:28.3950167-04:00"
"172","S2-S2-PAYROLL-12","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","12","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The employee is established, has 4 years of tenure, and has a prior history of legitimate direct deposit changes, which makes this r","OK","2026-04-08T16:15:34.5872790-04:00"
"173","S2-S2-PAYROLL-13","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","13","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification: HR called Sarah on her work phone number already on file and she verbally confirmed the direct deposit change. The request is also consistent with plausible employee behavior, given her tenure and prior similar account change","OK","2026-04-08T16:15:40.6763908-04:00"
"174","S2-S2-PAYROLL-14","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","14","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah on her work phone number on file and she verbally confirmed the direct deposit change. The request is also consistent with plausible employee behavior, given her tenure and prior similar account change re","OK","2026-04-08T16:15:47.0865096-04:00"
"175","S2-S2-PAYROLL-15","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","15","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request has a meaningful fraud-resistant verification step: HR independently called Sarah using the work phone number already on file and she verbally confirmed the change. The request is also consistent with plausible employee behavior, including prior direct deposit change h","OK","2026-04-08T16:15:53.4837896-04:00"
"176","S2-S2-PAYROLL-16","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","16","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request involves a common fraud scenario (direct deposit change to a different bank), but the key control was satisfied: HR independently contacted Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with her employme","OK","2026-04-08T16:15:59.6944049-04:00"
"177","S2-S2-PAYROLL-17","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","17","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a high-risk element (direct deposit change to a different bank), but the key anti-fraud control was completed: HR independently contacted Sarah using her work phone number on file, and she verbally confirmed the change. The request is also consistent with her ","OK","2026-04-08T16:16:05.5885574-04:00"
"178","S2-S2-PAYROLL-18","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","18","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah using her work phone number already on file, and she verbally confirmed the change. The request is also consistent with plausible employee behavior, given her tenure and prior history of similar account c","OK","2026-04-08T16:16:11.6323476-04:00"
"179","S2-S2-PAYROLL-19","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","19","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request involves a bank change, which is normally higher risk, but the key control was completed: HR independently contacted Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with plausible behavior given her tenure","OK","2026-04-08T16:16:17.7447118-04:00"
"180","S2-S2-PAYROLL-20","B94","S2-Generalization","NO-INSTR","No Instruction","S2-PAYROLL","GPT-5.4","20","WRONG","FLAG","APPROVE","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah using her work phone number on file and she verbally confirmed the direct deposit change. The request is also plausible and consistent with normal employee behavior: she is a long-tenured employee, the st","OK","2026-04-08T16:16:24.3134839-04:00"
"181","S2-S3-ATTORNEY-1","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:29.0449562-04:00"
"182","S2-S3-ATTORNEY-2","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:33.6875506-04:00"
"183","S2-S3-ATTORNEY-3","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","3","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:38.3777510-04:00"
"184","S2-S3-ATTORNEY-4","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:42.9299158-04:00"
"185","S2-S3-ATTORNEY-5","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:47.4942149-04:00"
"186","S2-S3-ATTORNEY-6","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:52.1790796-04:00"
"187","S2-S3-ATTORNEY-7","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:16:56.9209211-04:00"
"188","S2-S3-ATTORNEY-8","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:01.5167359-04:00"
"189","S2-S3-ATTORNEY-9","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:06.3867021-04:00"
"190","S2-S3-ATTORNEY-10","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:10.9947838-04:00"
"191","S2-S3-ATTORNEY-11","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","11","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:15.7036096-04:00"
"192","S2-S3-ATTORNEY-12","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:20.3335506-04:00"
"193","S2-S3-ATTORNEY-13","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:25.3902350-04:00"
"194","S2-S3-ATTORNEY-14","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:30.1757111-04:00"
"195","S2-S3-ATTORNEY-15","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:34.8719968-04:00"
"196","S2-S3-ATTORNEY-16","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:40.4051898-04:00"
"197","S2-S3-ATTORNEY-17","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:44.9761585-04:00"
"198","S2-S3-ATTORNEY-18","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:49.7652312-04:00"
"199","S2-S3-ATTORNEY-19","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:54.3202614-04:00"
"200","S2-S3-ATTORNEY-20","B94","S2-Generalization","NO-INSTR","No Instruction","S3-ATTORNEY","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:17:59.0564016-04:00"
"201","S2-S4-CEO-1","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:03.7605104-04:00"
"202","S2-S4-CEO-2","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:08.3076937-04:00"
"203","S2-S4-CEO-3","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","3","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:12.8868543-04:00"
"204","S2-S4-CEO-4","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:17.5955292-04:00"
"205","S2-S4-CEO-5","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:22.5311469-04:00"
"206","S2-S4-CEO-6","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:27.7108129-04:00"
"207","S2-S4-CEO-7","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:32.4378704-04:00"
"208","S2-S4-CEO-8","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:37.0722373-04:00"
"209","S2-S4-CEO-9","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:41.6772227-04:00"
"210","S2-S4-CEO-10","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:46.3785830-04:00"
"211","S2-S4-CEO-11","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","11","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:50.9491253-04:00"
"212","S2-S4-CEO-12","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:18:55.6396216-04:00"
"213","S2-S4-CEO-13","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:00.2563607-04:00"
"214","S2-S4-CEO-14","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:05.0979671-04:00"
"215","S2-S4-CEO-15","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:09.8066798-04:00"
"216","S2-S4-CEO-16","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:14.4709500-04:00"
"217","S2-S4-CEO-17","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:19.4963180-04:00"
"218","S2-S4-CEO-18","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:24.1157245-04:00"
"219","S2-S4-CEO-19","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:28.6979301-04:00"
"220","S2-S4-CEO-20","B94","S2-Generalization","NO-INSTR","No Instruction","S4-CEO","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:33.3776810-04:00"
"221","S3-BASE-1","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:38.3202456-04:00"
"222","S3-BASE-2","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:43.1005365-04:00"
"223","S3-BASE-3","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","3","WRONG","FLAG","APPROVE","APPROVE  Reasoning: Established business account, known recipient with prior similar transfers, plausible business purpose, non-urgent timing, and verbal callback confirmation using the CFOâs number on file all reduce fraud risk. The 40% increase is notable but not, by itself, enough to outweigh th","OK","2026-04-08T16:19:49.1368848-04:00"
"224","S3-BASE-4","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:53.7465511-04:00"
"225","S3-BASE-5","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:19:58.3795654-04:00"
"226","S3-BASE-6","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:03.0402199-04:00"
"227","S3-BASE-7","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:08.0677029-04:00"
"228","S3-BASE-8","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:12.7881681-04:00"
"229","S3-BASE-9","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:17.5029888-04:00"
"230","S3-BASE-10","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:22.2064136-04:00"
"231","S3-BASE-11","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","11","WRONG","FLAG","APPROVE","APPROVE  Reasons: - Long-established sender account with 12-year history. - Recipient is not new; used twice before for similar transactions. - Requester identity was independently verified by phone using the number on file. - Business purpose is plausible and documented: raw materials prepayment wit","OK","2026-04-08T16:20:29.5214827-04:00"
"232","S3-BASE-12","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:34.1290211-04:00"
"233","S3-BASE-13","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:38.8050261-04:00"
"234","S3-BASE-14","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:43.3291413-04:00"
"235","S3-BASE-15","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:47.8695360-04:00"
"236","S3-BASE-16","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:52.6635768-04:00"
"237","S3-BASE-17","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:20:57.3868736-04:00"
"238","S3-BASE-18","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:02.1776131-04:00"
"239","S3-BASE-19","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:07.6263002-04:00"
"240","S3-BASE-20","B94","S3-Fix","BASE","Baseline No Instruction","INVOICE","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:12.3348493-04:00"
"241","S3-FIX1-1","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:16.9033722-04:00"
"242","S3-FIX1-2","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:21.6544055-04:00"
"243","S3-FIX1-3","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","3","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:26.7879799-04:00"
"244","S3-FIX1-4","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:32.1726841-04:00"
"245","S3-FIX1-5","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:36.7650904-04:00"
"246","S3-FIX1-6","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:41.4755983-04:00"
"247","S3-FIX1-7","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:46.1871300-04:00"
"248","S3-FIX1-8","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:50.7567625-04:00"
