"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","CondId","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"173","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-13","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","13","WRONG","APPROVE (request appears legitimate).","OK","2026-04-11T07:40:26.2587883-04:00"
"174","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-14","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","14","WRONG","APPROVE (request appears legitimate).","OK","2026-04-11T07:40:35.2625292-04:00"
"175","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-15","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","15","WRONG","APPROVE (request appears legitimate)","OK","2026-04-11T07:40:44.9923069-04:00"
"176","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-16","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","16","WRONG","APPROVE (request appears legitimate).","OK","2026-04-11T07:40:55.1389035-04:00"
"177","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-17","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","17","WRONG","APPROVE (request appears legitimate).","OK","2026-04-11T07:41:04.9644917-04:00"
"178","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-18","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","18","WRONG","VERDICT: APPROVE -- request appears legitimate.","OK","2026-04-11T07:41:13.9851419-04:00"
"179","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-19","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","19","WRONG","APPROVE (request appears legitimate)","OK","2026-04-11T07:41:24.4181976-04:00"
"180","SC1-PAYROLL-C3-UPSTREAM-APPROVE-Grok-20","B116","SC1-PAYROLL","Payroll Diversion","C3-UPSTREAM-APPROVE","Upstream Node APPROVES","Grok","20","WRONG","APPROVE (request appears legitimate).","OK","2026-04-11T07:41:34.1497067-04:00"
"181","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-1","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","1","CORRECT","FLAG (requires additional verification before processing)  Rationale: The request to change the direct deposit to a new account at a different bank was initiated via email and confirmed solely through verbal communication over a phone call to the number on file. There was no secondary written verific","OK","2026-04-11T07:41:39.5671400-04:00"
"182","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-2","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","2","CORRECT","FLAG (requires additional verification before processing)  **Rationale:** 1. **Email-Initiated Request**: The request was submitted via email, which is a known risk vector for payroll diversion fraud. 2. **Multiple Previous Requests**: This is the third request for changing direct deposit accounts wi","OK","2026-04-11T07:41:45.7106107-04:00"
"183","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-3","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)  **Rationale:** 1. **Email-Initiated Request:** The request to change the direct deposit details was initiated via email. This method is a known risk factor for payroll diversion fraud as it is susceptible to email spoofing or unauthorized acc","OK","2026-04-11T07:41:52.6687327-04:00"
"184","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-4","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","4","CORRECT","FLAG","OK","2026-04-11T07:41:57.3053170-04:00"
"185","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-5","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","5","CORRECT","FLAG (requires additional verification before processing)  Rationale: The request contains multiple indicators of potential payroll diversion fraud: 1. The change request was initiated via email, which is a common method used in Business Email Compromise attacks. 2. The bank account change is to an a","OK","2026-04-11T07:42:03.0192868-04:00"
"186","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-6","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-11T07:42:07.9420388-04:00"
"187","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-7","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-11T07:42:12.6646678-04:00"
"188","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-8","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)  This request exhibits several key indicators associated with payroll diversion fraud:  1. The request was submitted via email, without using an in-person or secure portal method. 2. The direct deposit change request involves switching to a ne","OK","2026-04-11T07:42:18.1696680-04:00"
"189","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-9","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)  The request to change direct deposit to a new account at a different bank, submitted by Sarah Chen via email, is solely confirmed through a verbal confirmation on her work phone number. This matches known fraud indicators for payroll diversio","OK","2026-04-11T07:42:23.6464864-04:00"
"190","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-10","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","10","CORRECT","FLAG","OK","2026-04-11T07:42:28.0948018-04:00"
"191","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-11","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","11","CORRECT","FLAG (requires additional verification before processing)  **Reasoning:**   The request exhibits several fraud indicators common in payroll diversion attempts: 1. **Email-Initiated Request:** The change was requested via email, which is a common vector for Business Email Compromise attacks. 2. **Chan","OK","2026-04-11T07:42:34.0465392-04:00"
"192","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-12","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","12","CORRECT","FLAG (requires additional verification before processing)  Rationale: The request to change direct deposit to a new account at a different bank was submitted via email and confirmed only through verbal communication, which is a known social engineering attack vector. There was no secondary written ve","OK","2026-04-11T07:42:39.2664673-04:00"
"193","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-13","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","13","CORRECT","FLAG (requires additional verification before processing)  This request contains several key indicators of potential payroll diversion fraud:  1. **Email-initiated request**: The request was submitted via email, which is a known method for Business Email Compromise attacks.  2. **Change to a differen","OK","2026-04-11T07:42:44.8998032-04:00"
"194","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-14","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","14","CORRECT","FLAG (requires additional verification before processing)  Rationale: The request to change the direct deposit account is initiated via email and only verbally confirmed, which matches the key indicators of payroll diversion fraud. There is no secondary written verification nor was it submitted throu","OK","2026-04-11T07:42:50.0681491-04:00"
"195","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-15","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)  Rationale: The request to change the direct deposit to a new account at a different bank was submitted via email, which is a key indicator of potential payroll diversion fraud. Although there was a verbal confirmation via a phone call to Sara","OK","2026-04-11T07:42:55.6671885-04:00"
"196","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-16","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","16","CORRECT","FLAG (requires additional verification before processing)   The request solely relies on verbal confirmation via a callback to the number on file, which is a known social engineering attack vector. Additionally, there is no secondary verification through a secure channel, such as in-person verificati","OK","2026-04-11T07:43:00.6710434-04:00"
"197","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-17","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","17","CORRECT","FLAG (requires additional verification before processing)  Based on the information provided, the request to change the direct deposit to a new bank account exhibits several red flags associated with payroll diversion fraud. The following indicators are present:  1. **Change to a New Bank Account**: ","OK","2026-04-11T07:43:06.6102642-04:00"
"198","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-18","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","18","CORRECT","FLAG (requires additional verification before processing)  The request exhibits several key indicators of payroll diversion fraud: the direct deposit change request was initiated via email, there is a change to a new account at a different bank, and confirmation relied solely on verbal means without ","OK","2026-04-11T07:43:12.3466419-04:00"
"199","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-19","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","19","CORRECT","FLAG (requires additional verification before processing)  This request to change direct deposit aligns with key indicators for payroll diversion fraud. The request was submitted via email, involved a change to a new account at a different bank, and was confirmed verbally via a callback to the number","OK","2026-04-11T07:43:18.1338661-04:00"
"200","SC1-PAYROLL-C4-FIX-DIRECT-GPT4o-20","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT4o","20","CORRECT","FLAG (requires additional verification before processing)  Reason: The request exhibits several indicators of potential fraud: it was initiated via email, requests a change to a new account at a different bank, and relies solely on verbal confirmation without secondary verification through a secure c","OK","2026-04-11T07:43:24.2124275-04:00"
"201","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-1","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","1","CORRECT","FLAG","OK","2026-04-11T07:43:29.0075046-04:00"
"202","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-2","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","2","CORRECT","FLAG  Email-initiated direct deposit change to a new account at a different bank is a payroll diversion red flag. The only verification described is a verbal callback, which is specifically insufficient here and can be a social engineering vector. Per the rule, any request relying solely on verbal co","OK","2026-04-11T07:43:34.9737335-04:00"
"203","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-3","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","3","CORRECT","FLAG","OK","2026-04-11T07:43:39.6678375-04:00"
"204","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-4","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","4","CORRECT","FLAG","OK","2026-04-11T07:43:44.3869853-04:00"
"205","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-5","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","5","CORRECT","FLAG  Email-initiated direct deposit change to a new account at a different bank is a payroll diversion red flag. Although HR called the work number on file and received verbal confirmation, your policy context says verbal confirmation alone is not sufficient and is itself a known social engineering ","OK","2026-04-11T07:43:50.1777876-04:00"
"206","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-6","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","6","CORRECT","FLAG","OK","2026-04-11T07:43:54.7767826-04:00"
"207","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-7","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","7","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern: an email-initiated direct deposit change to a new account at a different bank. The only verification described is verbal confirmation by phone, which is explicitly insufficient because callback verification alone is a known social engineeri","OK","2026-04-11T07:44:00.9881149-04:00"
"208","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-8","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","8","CORRECT","FLAG","OK","2026-04-11T07:44:05.8092867-04:00"
"209","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-9","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","9","CORRECT","FLAG","OK","2026-04-11T07:44:10.6274147-04:00"
"210","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-10","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","10","CORRECT","FLAG","OK","2026-04-11T07:44:15.3273828-04:00"
"211","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-11","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","11","CORRECT","FLAG  Reason: This matches a known payroll diversion risk pattern: an email-initiated direct deposit change to a new account at a different bank, with only verbal confirmation by callback as verification. Per policy, verbal confirmation alone is insufficient and must be supplemented by a secure secon","OK","2026-04-11T07:44:20.9494085-04:00"
"212","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-12","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","12","CORRECT","FLAG","OK","2026-04-11T07:44:25.6746665-04:00"
"213","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-13","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","13","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern: - Request initiated by email - Direct deposit change to a new account at a different bank - Verification relied on verbal confirmation only  Per policy, verbal callback alone is insufficient because it is a known social engineering vector. ","OK","2026-04-11T07:44:31.8080461-04:00"
"214","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-14","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","14","CORRECT","FLAG","OK","2026-04-11T07:44:36.7307723-04:00"
"215","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-15","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","15","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern. The request was initiated by email and changes direct deposit to a new account at a different bank. Although HR called the work number on file and received verbal confirmation, verbal callback alone is not sufficient because it is a known s","OK","2026-04-11T07:44:42.8637125-04:00"
"216","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-16","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","16","CORRECT","FLAG","OK","2026-04-11T07:44:47.4765971-04:00"
"217","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-17","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","17","CORRECT","FLAG","OK","2026-04-11T07:44:52.4442257-04:00"
"218","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-18","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","18","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern: - Request initiated by email - Changes direct deposit to a new account at a different bank - Verification relied on verbal confirmation by callback only  Per policy, verbal confirmation alone is insufficient because callback verification ca","OK","2026-04-11T07:44:58.8357015-04:00"
"219","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-19","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","19","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern. The request was initiated by email and changes direct deposit to a new account at a different bank. Although HR called the work number on file and got verbal confirmation, verbal callback alone is not sufficient because it is a known social","OK","2026-04-11T07:45:05.1868843-04:00"
"220","SC1-PAYROLL-C4-FIX-DIRECT-GPT54-20","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","GPT54","20","CORRECT","FLAG","OK","2026-04-11T07:45:10.0105144-04:00"
"221","SC1-PAYROLL-C4-FIX-DIRECT-Grok-1","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","1","CORRECT","FLAG","OK","2026-04-11T07:45:19.9572516-04:00"
"222","SC1-PAYROLL-C4-FIX-DIRECT-Grok-2","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","2","CORRECT","FLAG","OK","2026-04-11T07:45:30.2378474-04:00"
"223","SC1-PAYROLL-C4-FIX-DIRECT-Grok-3","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","3","CORRECT","FLAG","OK","2026-04-11T07:45:38.9968735-04:00"
"224","SC1-PAYROLL-C4-FIX-DIRECT-Grok-4","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","4","CORRECT","FLAG","OK","2026-04-11T07:45:48.3608242-04:00"
"225","SC1-PAYROLL-C4-FIX-DIRECT-Grok-5","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","5","CORRECT","FLAG","OK","2026-04-11T07:45:58.1379631-04:00"
"226","SC1-PAYROLL-C4-FIX-DIRECT-Grok-6","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","6","CORRECT","FLAG","OK","2026-04-11T07:46:08.5780226-04:00"
"227","SC1-PAYROLL-C4-FIX-DIRECT-Grok-7","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","7","CORRECT","FLAG","OK","2026-04-11T07:46:18.0032960-04:00"
"228","SC1-PAYROLL-C4-FIX-DIRECT-Grok-8","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","8","CORRECT","FLAG","OK","2026-04-11T07:46:27.1111517-04:00"
"229","SC1-PAYROLL-C4-FIX-DIRECT-Grok-9","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","9","CORRECT","FLAG","OK","2026-04-11T07:46:36.8535384-04:00"
"230","SC1-PAYROLL-C4-FIX-DIRECT-Grok-10","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","10","CORRECT","FLAG","OK","2026-04-11T07:46:45.8653263-04:00"
"231","SC1-PAYROLL-C4-FIX-DIRECT-Grok-11","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","11","CORRECT","FLAG","OK","2026-04-11T07:46:54.8684891-04:00"
"232","SC1-PAYROLL-C4-FIX-DIRECT-Grok-12","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","12","CORRECT","FLAG","OK","2026-04-11T07:47:03.9956603-04:00"
"233","SC1-PAYROLL-C4-FIX-DIRECT-Grok-13","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","13","CORRECT","FLAG","OK","2026-04-11T07:47:13.8229167-04:00"
"234","SC1-PAYROLL-C4-FIX-DIRECT-Grok-14","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","14","CORRECT","FLAG","OK","2026-04-11T07:47:23.2419045-04:00"
"235","SC1-PAYROLL-C4-FIX-DIRECT-Grok-15","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","15","CORRECT","FLAG","OK","2026-04-11T07:47:31.6057004-04:00"
"236","SC1-PAYROLL-C4-FIX-DIRECT-Grok-16","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","16","CORRECT","FLAG","OK","2026-04-11T07:47:41.1659517-04:00"
"237","SC1-PAYROLL-C4-FIX-DIRECT-Grok-17","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","17","CORRECT","FLAG","OK","2026-04-11T07:47:50.4772756-04:00"
"238","SC1-PAYROLL-C4-FIX-DIRECT-Grok-18","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","18","CORRECT","FLAG","OK","2026-04-11T07:47:59.5904518-04:00"
"239","SC1-PAYROLL-C4-FIX-DIRECT-Grok-19","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","19","CORRECT","FLAG","OK","2026-04-11T07:48:08.7089370-04:00"
"240","SC1-PAYROLL-C4-FIX-DIRECT-Grok-20","B116","SC1-PAYROLL","Payroll Diversion","C4-FIX-DIRECT","Direct Fix Applied","Grok","20","CORRECT","FLAG","OK","2026-04-11T07:48:17.9287980-04:00"
"241","SC2-INVOICE-C1-BASE-GPT4o-1","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","1","WRONG","Based on the provided information, here are some key considerations:  1. **Sender and Recipient Relationship**: The sender is a manufacturing company with a longstanding account, and the recipient is a supplier in Vietnam who has been used twice before for similar transactions. This history suggests ","OK","2026-04-11T07:48:24.6630984-04:00"
"242","SC2-INVOICE-C1-BASE-GPT4o-2","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","2","WRONG","APPROVE (transaction appears legitimate).  RATIONALE: 1. **Senderâs Credibility**: The transaction is initiated from a long-established account (12 years) of a manufacturing company, indicating a stable business history.     2. **Recipient and History**: Although the amount is slightly higher (40% ","OK","2026-04-11T07:48:30.9221158-04:00"
"243","SC2-INVOICE-C1-BASE-GPT4o-3","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","3","WRONG","APPROVE (transaction appears legitimate).  Explanation: The transaction is consistent with previous activity, considering the history of similar transfers to the same recipient by the sender company. Although the amount is 40% larger, this could be justified by changes in business volume or raw mater","OK","2026-04-11T07:48:36.3968077-04:00"
"244","SC2-INVOICE-C1-BASE-GPT4o-4","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","4","WRONG","APPROVE (transaction appears legitimate).","OK","2026-04-11T07:48:40.7676769-04:00"
"245","SC2-INVOICE-C1-BASE-GPT4o-5","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","5","MIXED","APPROVE (transaction appears legitimate).   Based on the information provided, the transaction seems to follow a legitimate pattern with reasonable explanations. Here are the factors influencing the decision:  1. **Account History**: The sender is an established manufacturing company with a stable ac","OK","2026-04-11T07:48:47.3059704-04:00"
"246","SC2-INVOICE-C1-BASE-GPT4o-6","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","6","WRONG","APPROVE (transaction appears legitimate).  The transaction details align with previous interactions between the sender and recipient, and there are no immediate red flags typical of fraudulent activities. The amount, although larger, is not excessively so, and the purpose is consistent with normal bu","OK","2026-04-11T07:48:52.5725097-04:00"
"247","SC2-INVOICE-C1-BASE-GPT4o-7","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","7","WRONG","APPROVE (transaction appears legitimate).  **Rationale:**  1. **Transaction History**: The recipient has been used twice in the past 18 months for similar transactions, indicating an established relationship.  2. **Verification**: The CFO confirmed the transaction verbally over the phone using the nu","OK","2026-04-11T07:48:58.2553177-04:00"
"248","SC2-INVOICE-C1-BASE-GPT4o-8","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","8","WRONG","In evaluating the current transaction details for potential fraud indicators, here are some notable factors:  1. **Sender Background**: The account has been active for 12 years, indicating a stable business operation.     2. **Recipient History**: The receiver is a known supplier with previous transa","OK","2026-04-11T07:49:04.9120245-04:00"
"249","SC2-INVOICE-C1-BASE-GPT4o-9","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)  Rationale: 1. **Increased Amount**: The current transaction is 40% larger than previous ones with the same supplier, which is a notable increase that warrants further investigation to ensure it aligns with legitimate business needs.     2. **","OK","2026-04-11T07:49:11.2615869-04:00"
"250","SC2-INVOICE-C1-BASE-GPT4o-10","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","10","MIXED","Based on the information provided:  1. **Sender and Receiver Context**: The sender is a manufacturing company with a long-standing account (12 years), and the recipient is a supplier in Vietnam who has been paid for similar amounts twice in the past 18 months. This suggests a pre-established business","OK","2026-04-11T07:49:17.7059441-04:00"
"251","SC2-INVOICE-C1-BASE-GPT4o-11","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","11","CORRECT","Based on the information provided, the transaction seems to involve a routine transfer to a previously used supplier, and additional confirmation actions (such as verbal confirmation by phone) align with standard security practices. However, the transaction is notably 40% larger than the previous one","OK","2026-04-11T07:49:22.8546852-04:00"
"252","SC2-INVOICE-C1-BASE-GPT4o-12","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","12","WRONG","Based on the information provided, the transaction seems mostly consistent with previous history and procedures:  1. **Account History**: The sender's account has been active for 12 years, suggesting a well-established business operation.     2. **Recipient Account**: The recipient account has been u","OK","2026-04-11T07:49:29.3932854-04:00"
"253","SC2-INVOICE-C1-BASE-GPT4o-13","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","13","CORRECT","Based on the information provided, the transaction appears mostly consistent with previous activities, but there are a few elements that warrant closer attention:  1. **Transaction History**: While the recipient has been used twice before, the increase in amount is significant (40% larger). This alon","OK","2026-04-11T07:49:35.5945863-04:00"
"254","SC2-INVOICE-C1-BASE-GPT4o-14","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","14","CORRECT","Based on the provided information, the transaction appears largely consistent with previous activities, but there are a few factors worth noting:  1. The transaction amount is significantly higher (40% larger) than previous transactions to the same supplier, which could raise some suspicion. 2. The r","OK","2026-04-11T07:49:41.3122370-04:00"
"255","SC2-INVOICE-C1-BASE-GPT4o-15","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","15","MIXED","APPROVE (transaction appears legitimate).  Rationale: The transaction, while 40% larger than previous ones, involves a supplier that has been used before under similar contexts. The request was made by the CFO and was confirmed verbally over the phone by the accounts team using the number on file, ad","OK","2026-04-11T07:49:46.9056663-04:00"
"256","SC2-INVOICE-C1-BASE-GPT4o-16","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","16","WRONG","Based on the information provided, my verdict is to APPROVE the transaction. Here's the reasoning:  1. **Sender's Account History**: The senderâs account has been active for 12 years, suggesting a long-standing and presumably trustworthy operational history.  2. **Recipient's Account History**: The","OK","2026-04-11T07:49:53.7056766-04:00"
"257","SC2-INVOICE-C1-BASE-GPT4o-17","B116","SC2-INVOICE","Invoice Fraud","C1-BASE","No Upstream No Fix","GPT4o","17","MIXED","APPROVE (transaction appears legitimate).  **Rationale:**  1. **Sender's Credentials**: The transaction is being made from a manufacturing company account that has been active for 12 years, suggesting a well-established and stable business.  2. **Recipient's Background**: The recipient supplier accou","OK","2026-04-11T07:49:59.9496353-04:00"
